ID	symbol	synonyms	ensembl
2313	Cd74	INVG34;ii	ENSRNOG00000018735;ENSRNOG00055015091;ENSRNOG00060021325;ENSRNOG00065023066
2314	Cd80	B7-1;LOC100360171	ENSRNOG00000001527
2315	Cd81	Tapa1	ENSRNOG00000020451
2316	Cd8a		ENSRNOG00000007178;ENSRNOG00055020405;ENSRNOG00060014674;ENSRNOG00065005181
2317	Cd8b	Cd8b1	ENSRNOG00000007129
2318	Cd9		ENSRNOG00000019556;ENSRNOG00055010243;ENSRNOG00060023442;ENSRNOG00065033344
2319	Cdk1	Cdc2;Cdc2a	ENSRNOG00000000632;ENSRNOG00055021827;ENSRNOG00060028733;ENSRNOG00065027158
2321	Cdh22		ENSRNOG00000018557;ENSRNOG00055003538;ENSRNOG00060001356;ENSRNOG00065013623
2322	Cdh6	KCAD	ENSRNOG00000013535
2323	Cdkn2a	Arf;CDK4I;INK4A;MTS1;p16;p16-INK4;p16-INK4a;p16Cdkn2a;p19ARF	ENSRNOG00000059837;ENSRNOG00065019345
2324	Cdkn2b	p15	ENSRNOG00000006735;ENSRNOG00055017275;ENSRNOG00060013978;ENSRNOG00065019508
2325	Cdkn2c	p18	ENSRNOG00000008956
2326	Cebpa	DBPCEP	ENSRNOG00000010918
2327	Cebpb	C/EBP beta;IL-6DBP;Il6dbp;LAP;LIP;NF-IL6;SF-B;TCF5	ENSRNOG00000057347
2328	Cebpd	C/EBPd;C/EBPdelta;CELF	ENSRNOG00000050869;ENSRNOG00055003933;ENSRNOG00060002893;ENSRNOG00065008596
2329	Cebpe	C/EPBe;CRP1	ENSRNOG00000014282;ENSRNOG00055012097;ENSRNOG00060025771;ENSRNOG00065031306
2330	Cebpg	C/EBP	ENSRNOG00000021144
2331	Cel	Bal;Bssl	ENSRNOG00000010406
2332	Cftr	LOC500041;RGD1561193	ENSRNOG00000055103
2333	Ceacam3	CGM4AA;Cea;Ceacam5;Cear;Cgm1;Cgm4;MGC114355;RATCGM4AA	ENSRNOG00000027607
2334	Psg19	CEAC;CGM3;Cea3;MGC114333	ENSRNOG00000038101
2336	Chad		ENSRNOG00000003304
2338	Chga	MGC105435;cgA	ENSRNOG00000052549;ENSRNOG00065014166
2339	Chgb	MGC156676;cgB;sgI	ENSRNOG00000021269
2340	Chm	REP-1	ENSRNOG00000000161
2342	Chrm1		ENSRNOG00000018385;ENSRNOG00055023559;ENSRNOG00060033086;ENSRNOG00065032960
2343	Chrm3		ENSRNOG00000049410;ENSRNOG00055006531;ENSRNOG00060015814;ENSRNOG00065020850
2344	Chrm4	M4	ENSRNOG00000017556
2345	Chrna3		ENSRNOG00000013829
2346	Chrna4		ENSRNOG00000011202
2347	Chrna5		ENSRNOG00000013610
2348	Chrna7	BTX;nAChRa7	ENSRNOG00000010853;ENSRNOG00055014663;ENSRNOG00060018361;ENSRNOG00065024127
2349	Chrnb1	Acrb;RNACRB1;nAChR	ENSRNOG00000014698
2350	Chrnb2		ENSRNOG00000020778;ENSRNOG00055021542;ENSRNOG00060026560;ENSRNOG00065027552
2351	Chrnb4		ENSRNOG00000014427;ENSRNOG00055031421;ENSRNOG00060015498;ENSRNOG00065018488
2352	Chrnd		ENSRNOG00000019527;ENSRNOG00055007667;ENSRNOG00060010136;ENSRNOG00065020266
2353	Chrne	nAChR	ENSRNOG00000003777;ENSRNOG00055029952;ENSRNOG00060024435;ENSRNOG00065029069
2354	Chrng	ACHRG	ENSRNOG00000019634
2357	Ckb	B-CK;CPK-B;Ckbb;Ckbr;RATCKBR	ENSRNOG00000010872
2358	Ckm	CPK-M;Ckmm;M-CK	ENSRNOG00000016837
2359	Grem1	Cktsf1b1;drm	ENSRNOG00000026053;ENSRNOG00055002564;ENSRNOG00060020085;ENSRNOG00065015738
2360	Clcn1	SMCC;clC-1	ENSRNOG00000016917;ENSRNOG00055028197;ENSRNOG00060008655;ENSRNOG00065016057
2361	Clcn2	ClC-2;LOC108348101	ENSRNOG00000001742;ENSRNOG00055004767;ENSRNOG00060011694;ENSRNOG00065003893
2362	Clcn5	CLC5;clC-5	ENSRNOG00000002862;ENSRNOG00055028199;ENSRNOG00060025939;ENSRNOG00065011568
2363	Clps	COLQ	ENSRNOG00000000510;ENSRNOG00055007513;ENSRNOG00060006286;ENSRNOG00065032914
2364	Cltc		ENSRNOG00000004291
2365	Cma1	MCP3P;Mcpt5;rMCP-3;rMCP-5;rMCP-III	ENSRNOG00000020563;ENSRNOG00055012055;ENSRNOG00060023735;ENSRNOG00065030740
2366	Abcc2	Mrp2;cMRP;mrp	ENSRNOG00000046727;ENSRNOG00055004149;ENSRNOG00060026873;ENSRNOG00065028827
2367	Cnga2	CNG-2;CNG2;Cncg4;LOC100911965;LOC103690077;OLFCH	ENSRNOG00000030119;ENSRNOG00000047540
2368	Cnp	CNPF;CNPI;CNPII;Cnp1	ENSRNOG00000017496;ENSRNOG00055033417;ENSRNOG00060027890;ENSRNOG00065032747
2369	Cnr1	CB-R;CB1;CB1R;SKR6R	ENSRNOG00000008223;ENSRNOG00055016812;ENSRNOG00060013854;ENSRNOG00065004895
2370	Cntf		ENSRNOG00000012460;ENSRNOG00055010397
2371	Col10a1		ENSRNOG00000051399
2372	Col11a1		ENSRNOG00000023148;ENSRNOG00055001042;ENSRNOG00060000945;ENSRNOG00065022693
2373	Col11a2	Col11a2_mapped;LOC100911886	ENSRNOG00000000463;ENSRNOG00000061939
2374	Col12a1		ENSRNOG00000058470
2375	Col2a1	CG2A1A;COLLII	ENSRNOG00000058560
2377	Colq		ENSRNOG00000019615
2378	Comp		ENSRNOG00000048472
2379	Comt		ENSRNOG00000001889;ENSRNOG00055003518;ENSRNOG00060012669;ENSRNOG00065008231
2380	Coq3	MGC156658	ENSRNOG00000009974;ENSRNOG00055000391;ENSRNOG00060001145;ENSRNOG00065016167
2381	Coq7		ENSRNOG00000017012
2382	Coro1b		ENSRNOG00000021828
2383	Cort		
2384	Cox6a1	COX6AL	ENSRNOG00000001170
2385	Cox6a2	COX6AH;COX6B	ENSRNOG00000019851
2386	Cox8b	CCO8A;COXVIII-H;Cox8h	ENSRNOG00000014656;ENSRNOG00055028816;ENSRNOG00060027633;ENSRNOG00065018789
2387	Cp	CERP	ENSRNOG00000011913
2388	Cpa1		ENSRNOG00000010725;ENSRNOG00055021619;ENSRNOG00060023537;ENSRNOG00065026752
2390	Cpa3	R-CPA;RMC-CP	ENSRNOG00000011181
2391	Cpb1	Cpb	ENSRNOG00000030904
2393	Cpd	gp180	ENSRNOG00000003873
2394	Cpe	Cph;MGC93638	ENSRNOG00000043387
2395	Cps1	cps;cps-1	ENSRNOG00000013704;ENSRNOG00055010377;ENSRNOG00060019455;ENSRNOG00065028982
2396	Cpt1a	CPT I;CPT-Ia;CPT1-L;CPTI-L	ENSRNOG00000014254;ENSRNOG00055020936;ENSRNOG00065030877
2397	Cpt1b	CPT I;CPT-IB;CPT-Ibeta 1;CPT-Ibeta 3;CPT1-M;CPTI-M;M-CPTI;MGC93637	ENSRNOG00000010438
2398	Cpt2	CPT II;CPTII	ENSRNOG00000012443;ENSRNOG00055028336;ENSRNOG00060018750;ENSRNOG00065023289
2399	Cr1l	Cr1;Crry;LOC100911729	ENSRNOG00000008193;ENSRNOG00055011303;ENSRNOG00060013940;ENSRNOG00065004529
2400	Crabp1	Crabp1_mapped	ENSRNOG00000023633;ENSRNOG00055031143;ENSRNOG00060017871;ENSRNOG00065018768
2401	Crebbp	CBP;RSTS;RTS	ENSRNOG00000005330
2402	Crem	CREM delta C-G;CREM-17X;Icer	ENSRNOG00000014900
2403	Crhbp	CRF-BP;CRH-BP;Crfbp	ENSRNOG00000017890
2405	Crk	CrkII;Crko;p38	ENSRNOG00000025792;ENSRNOG00055030050;ENSRNOG00060022412;ENSRNOG00065021729
2406	Bcar1	Cas;Crkas;P130CAS	ENSRNOG00000019253
2407	Crmp1	CRMP-1;DRP-1	ENSRNOG00000004781;ENSRNOG00055015576;ENSRNOG00060017374;ENSRNOG00065031836
2409	Dpysl4	CRMP-3;Crmp3;DRP-4;Dpys4;ULIP-4	ENSRNOG00000027582
2410	Dpysl3	CRMP-4;Crmp4;DRP-3;TUC-4b	ENSRNOG00000018992;ENSRNOG00055018708;ENSRNOG00060011758;ENSRNOG00065019150
2411	Crp	Aa1249;Ab1-341;Ab2-196;Ac1-114;Ac1262;Ac2-069;Ba2-693	ENSRNOG00000000053
2412	Hapln1	Crtl1;LP;MGC156657	ENSRNOG00000032002;ENSRNOG00055004102;ENSRNOG00060000748;ENSRNOG00065022253
2413	Cryaa	Acry-1;Crya1	ENSRNOG00000047175
2414	Cryab		ENSRNOG00000010524;ENSRNOG00055029072;ENSRNOG00060014408;ENSRNOG00065017518
2415	Cryba1	BA3A1C;beta-A3	ENSRNOG00000008700;ENSRNOG00055002798;ENSRNOG00055027904;ENSRNOG00060030513;ENSRNOG00065019910
2416	Crybb1	CRYB1;CRYB11	ENSRNOG00000047653;ENSRNOG00055002197;ENSRNOG00065006027
2417	Crybb2		ENSRNOG00000050023;ENSRNOG00055002091;ENSRNOG00060005969;ENSRNOG00065005634
2421	Crygc	Cryg;Cryg3;Len	ENSRNOG00000014950
2422	Crygd	Cryg4;Len	ENSRNOG00000032219;ENSRNOG00055022641;ENSRNOG00060020059;ENSRNOG00065028044
2423	Cryge	Cryg5;LOC100363730;Len	ENSRNOG00000014790
2425	Csf1r	CSF-1-R;CSF-1R;M-CSF-R;MGC125014;c-fms;mrfms	ENSRNOG00000018414
2426	Csf3	Gcsf	ENSRNOG00000008525
2428	Prl3d4	Csh1l1;Csh1v;LOC103689989;Pl-Iv	ENSRNOG00000016792;ENSRNOG00000055384;ENSRNOG00055013884;ENSRNOG00060019939
2429	Prl3b1	Csh2;Ghd15;PL-II;Pl2;rPLII	ENSRNOG00000017185;ENSRNOG00055013524;ENSRNOG00060021513;ENSRNOG00065023354
2430	Csn1s1	Casa;Csn1;Csna	ENSRNOG00000055596
2431	Cspg5	Ngc	ENSRNOG00000020833;ENSRNOG00055007502;ENSRNOG00060028775;ENSRNOG00065007430
2432	Cst3	CYSC;MGC105556	ENSRNOG00000005195
2434	Cst8		ENSRNOG00000004989;ENSRNOG00055023172;ENSRNOG00060002006;ENSRNOG00065021795
2435	Cstb	CYB;EPM1;MGC105499;Stfb	ENSRNOG00000001201;ENSRNOG00055020833;ENSRNOG00060019422;ENSRNOG00065023370
2441	Ctbp1	BARS;BARS-50;CtBP3/BARS;MGC93318;ctBP3	ENSRNOG00000005428
2442	Ctf1	CT-1	ENSRNOG00000018962
2443	Cth	CGL;CSE;H;LOC103691744;PRB-RA	ENSRNOG00000010658;ENSRNOG00000057089
2444	Ctrb1	Ctrb	ENSRNOG00000019068
2445	Ctsc	CATC;DPP-I;DPPI	ENSRNOG00000016496
2446	Ctse	CEA;CEB	ENSRNOG00000006963;ENSRNOG00065019437
2447	Ctsh		ENSRNOG00000014064;ENSRNOG00055017199;ENSRNOG00060011450;ENSRNOG00065006814
2448	Ctsl	CATHL;CP-2;CatL;Ctsl1;MEP	ENSRNOG00000018566;ENSRNOG00055024341;ENSRNOG00060016039;ENSRNOG00065024877
2449	Ctxn1	Ctxn	ENSRNOG00000001057;ENSRNOG00055004128;ENSRNOG00060002512;ENSRNOG00065005802
2451	Cycs	MGC93634	ENSRNOG00000010452;ENSRNOG00000065095;ENSRNOG00055010600;ENSRNOG00055026915;ENSRNOG00060010835;ENSRNOG00060026085;ENSRNOG00065014463;ENSRNOG00065023326
2452	Cyct		ENSRNOG00000024457;ENSRNOG00055020923;ENSRNOG00060015111;ENSRNOG00065017280
2453	Cyp11b1	Cp11ba;LOC100910462;RATCP11BA	ENSRNOG00000068909
2454	Cyp11b2	ALDOS;Cp45as;Cyp11b3;RNCP45AS	ENSRNOG00000030111
2456	Cyp17a1	Cyp17	ENSRNOG00000020035;ENSRNOG00060029516
2457	Cyp19a1	Cyp19;Cyp19a;LOC100359906;P-450AROM;p450arom	ENSRNOG00000000196
2458	Cyp1a1	AHH;AHRR;CP11;CYP1;CYPIA1;Cyp45c;Cypc45c;P-450MC;P1-450;P450-C;P450DX;P450MT2;P450form6	ENSRNOG00000019500;ENSRNOG00055029892;ENSRNOG00060021246;ENSRNOG00065017500
2459	Cyp1a2	CYPD45;CYPIA2;P-448;P-450d;P450-D;RATCYPD45	ENSRNOG00000016173
2460	Cyp1b1	CYPIB1	ENSRNOG00000040287;ENSRNOG00055021714;ENSRNOG00060013460;ENSRNOG00065014791
2461	Cyp21a1	21-OH;Cyp21	ENSRNOG00000000428
2462	Cyp24a1	24-OHase;24R-Ohase;Cyp24;P450-CC24;VITD12	ENSRNOG00000013062
2463	Cyp2a1	RATCYP2A1;Shdl;Shdl_mapped	ENSRNOG00000020817;ENSRNOG00055033568;ENSRNOG00060032152;ENSRNOG00065033385
2464	Cyp2a2	CYP2A21;RATCYP2A21	ENSRNOG00000020817;ENSRNOG00000069320;ENSRNOG00060032164;ENSRNOG00065033390
2465	Cyp2a3	Cyp2a3a;RATCYP2A3A	ENSRNOG00000020817;ENSRNOG00000068556;ENSRNOG00055033567
2466	Cyp2b1	CYPIIB1;Cyp2b-1;MGC188065;P450-B;P450-LM2;P450-PB1 and P450-PB2;P450b	ENSRNOG00000033680;ENSRNOG00000063855
2467	Cyp2b2	CYPIIB2;Cype	ENSRNOG00000020775;ENSRNOG00000062471
2469	Cyp2c11	CYP2CII;CYPIIC11;Cyp2c;Cyp2c11l;LOC100911826;P-450(M-1);P450-UT-A;P450H;UT-2	ENSRNOG00000052810;ENSRNOG00055028578;ENSRNOG00060019291;ENSRNOG00065028890
2470	Cyp2c12	15-beta;CYPIIC12;Cyp2c40;LOC102552121;P450-UT-I;P450I;P450pb1;RATP4515B2;RATP4515B8;UT-1	ENSRNOG00000047945
2471	Cyp2d2	Cyp2d26	ENSRNOG00000008988;ENSRNOG00055029804;ENSRNOG00060025615;ENSRNOG00065032069
2472	Cyp2d3	Cyp2d13;Cyp2d6;MGC108561	ENSRNOG00000029179;ENSRNOG00055029785
2475	Cyp2e1	CYPIIE1;Cyp2e;P450-J;P450RLM6	ENSRNOG00000012458
2476	Cyp2f4	CYP4502F4;Cyp2f1;Cyp2f2	ENSRNOG00000032805;ENSRNOG00055033571;ENSRNOG00060032160;ENSRNOG00065033328
2477	Cyp2g1	CYPIIG1;P-450olf1;P450-OLF1	ENSRNOG00000020827;ENSRNOG00055033566;ENSRNOG00060032131;ENSRNOG00065033381
2479	Cyp4a2	CYPIVA2;Cyp4a11;LOC100365231;P-450 IV4AII;P-450 K-2;P450 K-5	ENSRNOG00000030154;ENSRNOG00000064139;ENSRNOG00000066487
2480	Cyp4b1		ENSRNOG00000055078;ENSRNOG00055031661;ENSRNOG00060029816;ENSRNOG00065015786
2481	Cyp51	Cyp51a1;LDM;MGC93630;P450-14DM;P45014DM;P450LI;RATCP14DM	ENSRNOG00000007234;ENSRNOG00000065555;ENSRNOG00055001760;ENSRNOG00060016934;ENSRNOG00065018261
2482	Cyp7a1	CHAP;CYP7;CYP7S1	ENSRNOG00000009488;ENSRNOG00055020237;ENSRNOG00060016388;ENSRNOG00065015630
2483	Cyp7b1	HCT-1	ENSRNOG00000009730
2488	Dgkb	Dagk	ENSRNOG00000030771
2489	Dbh		ENSRNOG00000006641
2490	Dbi	ACBP;Acoabp3;Ep;LOC100365425;LOC679040;Odn;RNACOABP3;Ttn	ENSRNOG00000046889
2491	Dbp	MGC105474	ENSRNOG00000021027;ENSRNOG00055006654;ENSRNOG00060010607;ENSRNOG00065031277
2492	Dcc		ENSRNOG00000033099
2493	Ace	CD143;Dcp1;LOC102556346;StsRR92	ENSRNOG00000062101;ENSRNOG00055029388;ENSRNOG00060013753
2494	Ddc	AADC;MGC93628	ENSRNOG00000004327
2497	Ddn	Den	ENSRNOG00000059605;ENSRNOG00055029839;ENSRNOG00060008671;ENSRNOG00065019966
2498	Cfd	Adn;Df;EVE	ENSRNOG00000033564;ENSRNOG00055032763;ENSRNOG00060023586;ENSRNOG00065020165
2499	Dgkg	DGK-III;DGKIII;Dagk3	ENSRNOG00000001796;ENSRNOG00055004952;ENSRNOG00060011395;ENSRNOG00065003668
2500	Dhfr	Dhfr1	ENSRNOG00000013521
2502	Cyb5r3	B5R;Dia1;Nadhcb5;RNNADHCB5	ENSRNOG00000009592;ENSRNOG00055030420;ENSRNOG00060029632;ENSRNOG00065032895
2503	Nqo1	DTD;Dia4;MGC93075;QR1	ENSRNOG00000012772;ENSRNOG00055020832;ENSRNOG00060013067;ENSRNOG00065011197
2504	Dio1	5DI;DIOI;ITDI1;MGC93462;TXDI1	ENSRNOG00000061237;ENSRNOG00055029863;ENSRNOG00060026719;ENSRNOG00065023419
2505	Dlg1	Dlgh1;SAP-97;SAP97	ENSRNOG00000038597
2506	Dlx5	DLX-3;RDLX	ENSRNOG00000010905;ENSRNOG00065010746
2507	Dmd	DNADMD1;RATDMD;RNDNADMD1	ENSRNOG00000046366
2508	Dmp1	AG1;DMP-1	ENSRNOG00000002167
2510	Dnase1	MGC108543	ENSRNOG00000006873;ENSRNOG00055024422;ENSRNOG00060009080;ENSRNOG00065009562
2511	Dync1h1	DHC1a;Dnch1;Dnchc1;MAP 1C	ENSRNOG00000006178
2512	Dync1i1	DH IC-1;Dnci 1;Dnci1;Dncic1;IC74-1A;IC74-1B	ENSRNOG00000009700
2513	Dnm2	DYIIAAB	ENSRNOG00000007649
2514	Dpm2	ENSRNOG00000070298	ENSRNOG00000049110;ENSRNOG00000070298
2515	Dpp4	CD26;DPP IV;DPPIV	ENSRNOG00000030763
2516	Prl8a2	Dprp;Dtprp;Ghd12;d/tPRP	ENSRNOG00000017048
2517	Dpysl2	CRMP-2;Crmp2;DRP-2;TOAD-64	ENSRNOG00000009625;ENSRNOG00055006785;ENSRNOG00060011761;ENSRNOG00065017984
2518	Drd1	D1a;Drd-1;Drd1a	ENSRNOG00000023688
2520	Drd2	dopamine D2 receptor	ENSRNOG00000008428;ENSRNOG00055027586;ENSRNOG00060016643;ENSRNOG00065018800
2521	Drd3	D3 receptor	ENSRNOG00000060806
2522	Drd4	D4RA	ENSRNOG00000017927
2523	Drd5	D1B	ENSRNOG00000005338
2525	Dspp	Dsp;RDSP2	ENSRNOG00000002168
2526	Hbegf	Dtr;GFHB;Hb-egf;Hegfl	ENSRNOG00000018646;ENSRNOG00055023036;ENSRNOG00060019965;ENSRNOG00065012794
2528	Dyrk1a	Dyrk;MNBH;PSK47;RP86	ENSRNOG00000001662;ENSRNOG00055016511;ENSRNOG00060019663;ENSRNOG00065013664
2531	Sparcl1	Ecm2;Sc1	ENSRNOG00000015093
2532	Edn1	ET-1;Et1;PPET1	ENSRNOG00000014361;ENSRNOG00055007747;ENSRNOG00060008487;ENSRNOG00065008479
2533	Edn2	ET-2;Et2;PPET2;RNEDN2S01;VIC	ENSRNOG00000009390
2534	Edn3	ET-3;Et3;LOC502697;PPET3;RGD1564825;edn3_mapped;preproET-3	ENSRNOG00000007477
2535	Ednra	ET-A;ET-AR;Eta;LOC100366209;RGD1559432	ENSRNOG00000012721;ENSRNOG00055008127;ENSRNOG00060012663;ENSRNOG00065010420
2536	Ednrb	ET-B;ET-BR;Etb	ENSRNOG00000010997;ENSRNOG00055008002;ENSRNOG00060005817;ENSRNOG00065006642
2538	Eef2k	SMEF2K;eEF-2K	ENSRNOG00000016448;ENSRNOG00065031250
2540	Efnb1	EFL-3;ELK-L;LERK-2;LERK2	ENSRNOG00000006877
2541	Efnb3	ELK-L3;LOC360546;RGD1565678	ENSRNOG00000010320
2542	Egf	LOC103691699	ENSRNOG00000053979
2543	Egfr	ERBB1;ErbB-1;Errp	ENSRNOG00000004332
2544	Egr1	EGR-1;Krox-24;NGFI-A;Ngf1;Ngfi;zif-268	ENSRNOG00000019422
2545	Egr3	EGR-3	ENSRNOG00000017828;ENSRNOG00055007005;ENSRNOG00060011252;ENSRNOG00065017375
2546	Egr4	EGR-4;Egr4l1;NGFI-C	ENSRNOG00000015719
2547	Cela1	ELAI1;Ela1;RATELAI1	ENSRNOG00000004725;ENSRNOG00000031930
2548	Cela2a	ELAII;Ela2;Ela2a;Elaii1	ENSRNOG00000013628;ENSRNOG00055024186;ENSRNOG00060020472;ENSRNOG00065026609
2549	Kcnh8	ELK3;Elk1;Ets-1	ENSRNOG00000058626
2551	Emd		ENSRNOG00000058882
2552	Emp1	CL-20;EMP-1;ENP1MR;MGC93627;TMP	ENSRNOG00000008676;ENSRNOG00055025669;ENSRNOG00060015675;ENSRNOG00065011646
2553	Eno1	NNE	ENSRNOG00000017895;ENSRNOG00000028543;ENSRNOG00055015695;ENSRNOG00060025698;ENSRNOG00065011372
2554	Eno2	LOC100911625;NSE;RNEN3	ENSRNOG00000013141;ENSRNOG00000048365;ENSRNOG00055010283;ENSRNOG00060032488;ENSRNOG00065029257
2555	Eno3	BBE;MGC93623;MSE	ENSRNOG00000004078;ENSRNOG00055030014;ENSRNOG00060024787;ENSRNOG00065029192
2556	Ephb1	Ephb2;Erk;elk	ENSRNOG00000007865;ENSRNOG00055013309;ENSRNOG00060009826;ENSRNOG00065007485
2557	Ephx1	MEH8;mEH	ENSRNOG00000003515;ENSRNOG00055012533;ENSRNOG00060007277;ENSRNOG00065017103
2558	Stx2	Epim	ENSRNOG00000000936
2559	Epo		ENSRNOG00000001412;ENSRNOG00055000288;ENSRNOG00060010482;ENSRNOG00065000066
2560	Epor	EPO-R;MGC108723	ENSRNOG00000012619;ENSRNOG00055012644;ENSRNOG00060029173
2561	Erbb2	C-erbB-2;HER2/neu;LOC102552659;neu;p185erbB2;p185neu	ENSRNOG00000006450;ENSRNOG00000049238
2571	Ces1c	E1;ES-THET;Es1;Es2;LOC100365275;MGC109055;NREH;REH	ENSRNOG00000015438;ENSRNOG00000069004
2581	Esr1	ER-alpha;Er alpha;Esr	ENSRNOG00000019358
2582	Esr2	ER-beta;Erb2	ENSRNOG00000005343
2583	Ets1	Ets-1;MGC124638;Tpl1;p54	ENSRNOG00000008941;ENSRNOG00055009032;ENSRNOG00060011460;ENSRNOG00065016494
2586	F2r	MGC93622;PAR-1;Par1;TRGPC	ENSRNOG00000048043
2587	F3	MGC93621;TF	ENSRNOG00000011800
2589	F9		ENSRNOG00000003430
2590	Fabp1	Fabplg;L-FABP;MGC108756;SCP;SCP.;p14	ENSRNOG00000006675;ENSRNOG00055020309;ENSRNOG00060014485;ENSRNOG00065001537;ENSRNOG00065005164
2591	Fabp2	FABP;I-FABP	ENSRNOG00000024947;ENSRNOG00055027265;ENSRNOG00060002871;ENSRNOG00065021935
2592	Fabp6	GT;I-15P;I-BABP;ILBP	ENSRNOG00000003902
2593	Fancc	Facc;LOC103694020	ENSRNOG00000016889
2594	Fbln5	EVEC;FIBL-5	ENSRNOG00000050539;ENSRNOG00055016204;ENSRNOG00060004658;ENSRNOG00065015051
2595	Fbp1	Fdp	ENSRNOG00000017597;ENSRNOG00055023469;ENSRNOG00060017927;ENSRNOG00065021873
2597	Fcer1a	Iger01;RATIGER01	ENSRNOG00000009177;ENSRNOG00055022890;ENSRNOG00060026208;ENSRNOG00065024682
2598	Ms4a2	Fcer1b;Ms4a1	ENSRNOG00000020993
2599	Fcer1g	MGC188226	ENSRNOG00000024159
2603	Fga	Ac1873;Fba5e;MGC156536	ENSRNOG00000024848
2604	Fgb	Ab1-181;Ab1-216;Ac1-581	ENSRNOG00000007092
2605	Fgf1	FGF-1;Fgf2b;HBGF-1;HBGF1;aFGF	ENSRNOG00000013867;ENSRNOG00055018220;ENSRNOG00060021407;ENSRNOG00065013177
2606	Fgf10	FGF-10;Fgf5a	ENSRNOG00000012278;ENSRNOG00055006278;ENSRNOG00060014378;ENSRNOG00065020634
2607	Fgf17	FGF-17;Fgf6b	ENSRNOG00000012912;ENSRNOG00055015465;ENSRNOG00060011706;ENSRNOG00065018830
2608	Fgf18	FGF-18	ENSRNOG00000048389;ENSRNOG00055002916;ENSRNOG00060003068;ENSRNOG00065010891
2609	Fgf2	Fgf-2;Fgf2a;HBGF-2;bFGF	ENSRNOG00000017392;ENSRNOG00055002219;ENSRNOG00060006887;ENSRNOG00065008811
2610	Fgf9	FGF-9;Fgf4b;GAF;HBGF-9	ENSRNOG00000011471
2611	Fgfr2	KGFR	ENSRNOG00000016374
2612	Fgfr4	FGFR-4;MGC116290	ENSRNOG00000016763
2613	Fgg		ENSRNOG00000025074;ENSRNOG00055021991;ENSRNOG00060007361;ENSRNOG00065030932
2614	Fh	Fh1;MGC105468	ENSRNOG00000003653
2615	Fhl1	FHL-1;SLIM1	ENSRNOG00000000875;ENSRNOG00055028270;ENSRNOG00060023720;ENSRNOG00065028640
2617	Fkbp1a	FKBP12;Fkbp2;MGC156543	ENSRNOG00000008822
2619	Foxg1	BF-1;BF1;BF1A;Fkhl1;Fkhr;Foxo1;RATBF1A	ENSRNOG00000047891;ENSRNOG00055016530;ENSRNOG00060016536;ENSRNOG00065003031
2620	Flg	LOC679174;Pflg	
2621	Flt1	FLT-1;LOC100911280;VEGFR-1	ENSRNOG00000000940;ENSRNOG00055003840
2622	Fmo1	FMO 1;RFMO1A	ENSRNOG00000034191;ENSRNOG00055017904;ENSRNOG00060008910;ENSRNOG00065020401
2623	Fmr1	FMRP	ENSRNOG00000057464;ENSRNOG00055023990;ENSRNOG00060018894;ENSRNOG00065021607
2624	Fn1	FN;fn-1	ENSRNOG00000014288
2625	Fnta	PFAS	ENSRNOG00000014462
2626	Fos	c-fos	ENSRNOG00000008015;ENSRNOG00055025291;ENSRNOG00060023383;ENSRNOG00065024997
2627	Fosl1	Fra-1	ENSRNOG00000020552;ENSRNOG00055021318;ENSRNOG00065033700
2628	Fosl2	FRA-2;Fra2	ENSRNOG00000052357;ENSRNOG00000068412
2630	Fshb	FSH-B;FSH-beta	ENSRNOG00000004898;ENSRNOG00055023100;ENSRNOG00060001260;ENSRNOG00065015783
2631	Cenpi	CENP-I;Fshprh1;LRPR1;RNALRP	ENSRNOG00000033335
2632	Fshr	FSH-R	ENSRNOG00000016783;ENSRNOG00055019041;ENSRNOG00060004359;ENSRNOG00065007694
2633	Fst	FOL1;FS;Fst-288;LOC686745;RATFOL1	ENSRNOG00000011631;ENSRNOG00055006368;ENSRNOG00060014325;ENSRNOG00065020284
2635	Fth1	Fth	ENSRNOG00000022619
2636	Fuca1	Fuca	ENSRNOG00000009325
2638	Fut1	Futa	ENSRNOG00000020995;ENSRNOG00055006629;ENSRNOG00060010405;ENSRNOG00065030817
2639	Fut2	Ftc;Futb	ENSRNOG00000021011
2640	Mid1	Fxy	ENSRNOG00000003613;ENSRNOG00055022432;ENSRNOG00060023380;ENSRNOG00065023150
2641	Fyn		ENSRNOG00000000596;ENSRNOG00055000725;ENSRNOG00060007389;ENSRNOG00065008840
2643	Xrcc6	G22p1;Ku70;Kup70	ENSRNOG00000006392
2644	G6pc1	AC123346.1;G6PASE;G6pc;MGC93613;Psme3	ENSRNOG00000051171;ENSRNOG00000053448;ENSRNOG00055033526;ENSRNOG00060015588;ENSRNOG00065033341
2645	G6pd	G6pdx	ENSRNOG00000056728;ENSRNOG00055023864;ENSRNOG00060006994;ENSRNOG00065015294
2647	G8		
2648	Gabra3		ENSRNOG00000056558
2649	Gabrb1	GARB1	ENSRNOG00000002327;ENSRNOG00055005200;ENSRNOG00060022022;ENSRNOG00065019927
2650	Gabrb2	GARB2	ENSRNOG00000003680;ENSRNOG00055005326;ENSRNOG00060020559;ENSRNOG00065001348
2651	Gabrb3		ENSRNOG00000060599;ENSRNOG00055014837;ENSRNOG00060000098;ENSRNOG00065003735
2652	Gad1	GAD-67;Gad67	ENSRNOG00000000007;ENSRNOG00055024085;ENSRNOG00060002908;ENSRNOG00065016672
