CAS	CHEBI
1111-39-3	53773
1111-64-4	51481
11113-50-1	33118
11113-80-7	26194
11114-20-8	10583
111149-09-8	65107
11116-31-7	3139
11116-32-8	78160
1111688-71-1	66030
111189-32-3	82497
1112-67-0	51988
11121-48-5	52261
11121-48-5	52904
111248-72-7	60890
11128-99-7	2719
11128-99-7	48432
1113-02-6	38730
1113-10-6	134780
1113-21-9	74299
1113-38-8	91241
1113-41-3	50869
1113-59-3	131461
1113-60-6	30841
1113-83-3	62084
1114-17-6	17796
1114-17-6	21336
1114-34-7	16789
1114-41-6	47970
1114-71-2	81939
1114-81-4	37525
11140-67-3	32174
111406-87-2	10112
11141-17-6	2942
111427-99-7	72764
111470-99-6	2669
111479-05-1	82034
1115-12-4	33187
1115-65-7	16345
1115-70-4	6801
1115-70-4	6802
1115-84-0	6884
1115-84-0	17728
1115-90-8	64304
111508-63-5	4351
111514-63-7	132152
111534-70-4	5767
1115361-01-7	69408
1115361-06-2	69409
111555-53-4	81528
1116-22-9	73705
1116-26-3	15749
1116-54-7	82357
1116153-15-1	65967
111648-13-6	62798
111682-13-4	83802
111696-23-2	31369
1117-52-8	67252
1117-55-1	87490
1117-61-9	10360
1117-86-8	34056
1117-96-0	87492
111755-37-4	133296
111757-17-6	79969
111768-19-5	7038
111769-66-5	134246
1118-66-7	51692
1118-68-9	17724
1118-90-7	37023
111802-47-2	47890
111810-95-8	5409
111810-95-8	79343
111843-78-8	51619
111844-33-8	28700
111872-58-3	39368
1119-16-0	17998
1119-34-2	31235
1119-38-6	59958
1119-46-6	60701
1119-48-8	20441
1119-48-8	37755
1119-53-5	17175
1119-60-4	38363
1119-72-8	16508
1119-94-4	282662
111901-84-9	64838
111902-57-9	135771
111911-87-6	32090
111944-83-3	34542
111957-48-3	66131
111974-69-7	8707
111974-72-2	8708
111975-78-1	71634
111988-49-9	39175
111988-49-9	39176
111991-09-4	7554
112-02-7	53581
112-03-8	81710
112-05-0	29019
112-12-9	17700
112-14-1	87495
112-24-3	39501
112-27-6	44926
112-30-1	28903
112-31-2	31457
112-32-3	87496
112-35-6	84233
112-36-7	44664
112-37-8	32368
112-38-9	35045
112-39-0	69187
112-40-3	28817
112-42-5	87499
112-43-6	131344
112-44-7	46202
112-49-2	44842
112-53-8	28878
112-54-9	27836
112-57-2	49798
112-60-7	44920
112-61-8	69188
112-62-9	27542
112-63-0	69080
112-65-2	74880
112-70-9	34123
112-72-1	77417
112-79-8	27997
112-80-1	16196
112-85-6	28941
112-86-7	28792
112-88-9	30824
112-91-4	133637
112-92-5	32154
112-95-8	43619
1120-12-3	73740
1120-16-7	34726
1120-21-4	46342
1120-25-8	84156
1120-36-1	77505
1120-48-5	132284
1120-53-2	33657
1120-64-5	53614
1120-71-4	82370
1120-87-2	51576
112017-99-9	31685
112055-76-2	17757
112055-76-2	72953
112077-94-8	27049
112088-56-9	69376
112093-28-4	80555
1121-23-9	28630
1121-30-8	36578
1121-31-9	36584
1121-60-4	73012
1121-89-7	5435
1121-92-2	38792
112111-43-0	77590
112143-82-5	38576
112163-33-4	34802
112164-19-9	17546
112172-82-4	23890
1121774-59-1	66010
112192-04-8	48558
1122-47-0	39624
1122-60-7	74164
1122-85-6	38903
112208-00-1	134411
112225-87-3	38457
112226-61-6	38451
112240-59-2	15425
112245-94-0	48712
1122474-27-4	66009
112281-77-3	81782
1123-54-2	77751
1123-95-1	76792
112362-50-2	4309
1124-09-0	81668
1124-11-4	133246
1124-24-9	59156
112410-23-8	38452
112457-95-1	32182
1125-12-8	50040
1125-39-9	73959
1125-78-6	34448
112515-98-7	9996
112522-64-2	90195
112529-15-4	8229
112572-51-7	132553
112592-90-2	88947
1126-00-7	38879
1126-48-3	49644
112648-68-7	90690
112665-43-7	32126
112726-66-6	64145
112791-61-4	15844
1128-23-0	17587
112809-51-5	6413
112811-59-3	5280
112839-32-4	82061
112885-41-3	94373
112885-42-4	31867
112887-68-0	5847
1129-41-5	38537
1129-90-4	37819
112936-00-2	5096
112965-21-6	50749
112966-96-8	135586
112984-60-8	35044
113-00-8	42820
113-07-5	59837
113-15-5	64318
113-18-8	4882
113-21-3	24996
113-24-6	50144
113-38-2	31560
113-42-8	92607
113-45-1	6887
113-48-4	81966
113-52-0	5882
113-53-1	36798
113-53-1	36803
113-59-7	3651
113-59-7	50931
113-73-5	5530
113-78-0	135900
113-79-1	34543
113-80-4	78364
113-92-8	3645
113-98-4	7963
1130-49-0	28045
1130296-65-9	132504
113036-87-6	82031
113036-88-7	39375
113082-98-7	4787
1131-62-0	86576
1131-63-1	34447
1131-64-2	34665
1131-94-8	70818
1132-61-2	44115
1132-68-9	10625
113201-28-8	50085
113210-97-2	83426
113210-98-3	83427
113276-63-4	4395
1132935-63-7	85182
1132940-11-4	85179
1133-63-7	16205
113359-04-9	3502
1134-01-6	48294
1134-23-2	81955
1134-47-0	2972
1134-61-8	2015
1134-98-1	135247
113411-16-8	134269
1135-23-5	86612
1135-24-6	17620
11350-35-9	192
113558-15-9	82619
113558-89-7	34732
113589-91-6	67303
113589-92-7	67294
1136-86-3	86547
1136-89-6	75442
113614-08-7	138192
113665-84-2	37941
113668-38-5	34959
113694-23-8	29447
113694-64-7	52081
1137-42-4	34421
1137-59-3	34419
1137-87-7	16887
1137-97-9	51696
1137089-32-7	68223
113712-98-4	32191
113775-47-6	4466
1138-80-3	16532
113806-05-6	7769
113807-86-6	9511
113846-79-0	19544
113852-37-2	3696
1139-30-6	67818
1139837-37-8	78830
114-03-4	28171
114-04-5	7539
114-04-5	49022
114-07-8	42355
114-25-0	17033
114-26-1	34938
114-33-0	64399
114-43-2	135960
114-49-8	61271
114-63-6	113449
114-80-7	179557
114-85-2	31279
114-86-3	8064
114-91-0	81729
114041-00-8	52024
114077-04-2	133420
114088-58-3	7880
114090-43-6	64977
1140909-48-3	72319
1141-38-4	44460
114127-17-2	39157
1142-15-0	35094
1142-27-4	51875
114246-94-5	28344
114247-06-2	86997
114247-09-5	86996
1143-38-0	37510
1143-54-0	4427
114301-25-6	81400
114311-32-9	81857
114369-43-6	81762
1144-27-0	34467
114420-56-3	132841
114438-32-3	61017
114438-33-4	53016
114471-18-0	80234
114488-83-4	3344
114515-20-7	31395
114531-28-1	9235
114582-75-1	69137
1146-04-9	5866
1146-95-8	31581
1146-98-1	135274
1146-99-2	135057
114607-46-4	134948
114615-82-6	53209
114687-84-2	55330
1147-29-1	59948
1147-55-3	34455
114763-28-9	51008
114785-12-5	79978
114797-04-5	29632
114798-26-4	6541
1148-63-6	53527
1148-79-4	245199
114847-18-6	3530
114870-03-0	31632
114899-77-3	84050
1149-99-1	5867
1149341-10-5	65522
1149341-12-7	65523
114977-28-5	4672
115-02-6	74846
115-06-0	30823
115-07-1	16052
115-09-3	28216
115-10-6	28887
115-11-7	43907
115-18-4	132752
115-20-8	28094
115-25-3	31007
115-26-4	82119
115-28-6	76603
115-29-7	4791
115-32-2	34692
115-33-3	135638
115-37-7	9519
115-38-8	6758
115-39-9	59424
115-40-2	86154
115-43-5	134993
115-44-6	134923
115-46-8	93706
115-53-7	9163
115-56-0	134930
115-63-9	5708
115-67-3	7921
115-68-4	135039
115-69-5	991
115-71-9	10330
115-76-4	134759
115-77-5	134760
115-78-6	81903
115-79-7	2628
115-86-6	35033
115-90-2	34760
115-95-7	6469
115-95-7	78334
115-96-8	35037
1150-90-9	62849
115021-99-3	39031
115044-41-2	133915
115063-39-3	80489
115066-14-3	34468
115074-43-6	34858
115075-59-7	88735
115097-24-0	52351
1151-75-3	138016
1151-98-0	2772
115103-54-3	9586
115104-28-4	6619
1151549-69-7	67551
115185-92-7	80857
1152-26-7	17229
1152-31-4	80619
115204-07-4	80086
115217-03-3	34012
115217-04-4	34021
115217-05-5	34013
115217-06-6	34022
115256-11-6	4681
1153-51-1	40933
115338-32-4	64123
115383-22-7	33195
115388-32-4	64131
1154-25-2	136538
1154-59-2	188648
1154-78-5	37648
1154-94-5	44419
115436-72-1	8868
1154517-66-4	66394
115538-84-6	81015
115538-85-7	83036
115550-35-1	132230
115562-30-6	22066
115575-11-6	135316
1156-05-4	135195
1156-19-0	9613
1156-78-1	70031
1156-92-9	34386
115609-68-2	63979
115610-29-2	8062
1157-33-1	28074
1157-60-4	18116
115722-78-6	133918
115753-79-2	81135
115767-74-3	31855
115793-61-8	16211
115797-12-1	132173
1158-10-7	134267
115850-11-8	34615
115852-48-7	81800
1159-93-9	135352
1159096-16-8	69123
115956-12-2	4682
115956-13-3	4683
115960-14-0	135840
115964-29-9	77605
115966-23-9	80231
115974-73-7	50604
115976-93-7	34920
116-01-8	82122
116-02-9	59065
116-04-1	49312
116-06-3	2555
116-09-6	27957
116-14-3	38866
116-16-5	82243
116-26-7	53169
116-28-9	9085
116-29-0	39330
116-30-3	8835
116-31-4	17898
116-37-0	79721
116-38-1	4759
116-43-8	9309
116-49-4	136035
116-53-0	37070
116-63-2	19024
1160-54-9	10096
1160579-07-6	66453
1160579-08-7	66454
116078-65-0	135658
116095-18-2	22584
1161-88-2	32165
116170-30-0	82086
116174-63-1	2568
116174-99-3	2520
116180-17-7	88345
116187-56-5	2169
1162-53-4	27486
1162-54-5	34073
1162-65-8	2504
116235-59-7	75244
116249-66-2	8351
116255-48-2	81900
116287-13-9	31762
1163-19-5	82436
1163-36-6	31409
116355-83-0	38221
116355-84-1	38225
1164-45-0	30088
1164-81-4	34400
1164-98-3	28043
116424-69-2	4976
116425-30-0	66441
1165-22-6	61099
1165-39-5	80706
1165-48-6	135374
116539-58-3	36796
116539-59-4	36795
1166254-80-3	77752
116644-53-2	6920
116649-85-5	32087
116664-93-8	67606
1167-48-2	27832
116714-46-6	39385
1168-42-9	34357
116853-25-9	3488
1169-79-5	135506
116964-16-0	5992
116979-51-2	3248
117-02-2	69533
117-08-8	59097
117-10-2	3682
117-12-4	37501
117-18-0	82044
117-30-6	135411
117-34-0	41967
117-37-3	133809
117-39-5	16243
117-52-2	81858
117-68-0	28072
117-79-3	34258
117-81-7	17747
117-83-9	79937
117-84-0	34679
117-89-5	45951
117-96-4	53691
117016-15-6	32096
1170306-87-2	65848
117091-64-2	135867
117182-88-4	131825
117186-80-8	87784
1172-18-5	5129
1172-63-0	39114
117210-14-7	34668
1172120-40-9	78834
117241-61-9	32202
117241-62-0	32200
117249-98-6	64527
117279-73-9	31736
1173-13-3	8403
1173-26-8	34141
1173-82-6	17625
1173-88-2	52134
1173168-98-3	66569
117337-19-6	5133
117380-98-0	15498
1173933-40-8	79028
117411-09-3	85675
117428-22-5	83197
117467-28-4	560555
1175-97-9	65899
117570-53-3	75934
1175710-03-8	70332
1175710-04-9	70334
117582-91-9	77757
117582-92-0	77759
117585-05-4	5069
117585-36-1	65664
117591-20-5	3330
1177-30-6	135690
1177-87-3	4463
117704-25-3	31516
117704-65-1	8349
117704-66-2	8350
117723-13-4	63730
117771-36-5	60732
117772-70-0	34546
1177749-58-4	138840
1178-60-5	135718
117830-79-2	89430
1178873-32-9	66534
1178873-34-1	66535
1179-69-7	32216
1179-87-9	34168
1179374-63-0	68724
1179374-64-1	68725
1179374-66-3	68726
1179374-69-6	68727
117946-91-5	131788
117959-43-0	50434
117973-50-9	64669
117976-89-3	8768
117976-90-6	8769
117997-17-8	58874
118-00-3	16750
118-08-1	69919
118-10-5	27509
118-23-0	59177
118-29-6	38816
118-34-3	9380
118-41-2	454991
118-42-3	5801
118-53-6	81063
118-55-8	34918
118-56-9	91642
118-57-0	135115
118-60-5	88639
118-61-6	88839
118-65-0	5993
118-71-8	69438
118-74-1	5692
118-75-2	36703
118-79-6	47696
118-82-1	34369
118-90-1	36632
118-91-2	30793
118-92-3	30754
118-96-7	46053
1180-25-2	28835
1180-71-8	16226
118014-46-3	64259
118063-79-9	7795
118072-93-8	46557
118081-34-8	34618
1181-54-0	59589
1181-93-7	138718
118101-09-0	79548
118117-31-0	81057
118134-30-8	9242
1182-06-5	34633
1182-87-2	135825
118222-71-2	90396
118244-44-3	32043
118244-45-4	32042
118248-37-6	134432
118288-08-7	31759
118288-67-8	79404
118292-40-3	32184
118292-41-4	73129
1183-04-6	89029
1183-12-6	6995
1183-76-2	4319
118353-05-2	202940
118373-81-2	76058
118395-73-6	29556
118396-02-4	2931
118399-22-7	80043
1184-78-7	15724
118414-82-7	75390
118457-14-0	64022
118457-16-2	64020
1185-31-5	64793
1185-57-5	31604
1185870-58-9	66895
1186217-42-4	79018
1186217-43-5	78960
1186217-53-7	78950
1186217-53-7	78952
118635-52-2	31819
1186428-91-0	68249
1186428-92-1	68250
1187-50-4	74538
1187-84-4	45658
1187-99-1	17742
1187-99-1	30923
118712-89-3	32253
1187431-43-1	75991
1188-07-4	17604
1188-21-2	17786
1188-37-0	17533
1188-37-0	44337
1188-38-1	71028
118853-45-5	69119
118876-58-7	31073
1189-11-3	18412
1189-37-3	51340
118971-61-2	8393
118974-02-0	72763
1189805-46-6	59331
118985-26-5	132860
118985-27-6	132857
118987-16-9	75302
119-04-0	7508
119-12-0	38881
119-13-1	47772
119-24-4	27623
119-24-4	38794
119-26-6	66932
119-27-7	84559
119-32-4	81670
119-34-6	82385
119-36-8	31832
119-39-1	34023
119-41-5	31531
119-48-2	31501
119-53-9	17682
119-56-2	35091
119-61-9	41308
119-64-2	35008
119-65-3	16092
119-67-5	17605
119-68-6	16394
119-79-9	44188
119-84-6	16151
119-90-4	82321
119-93-7	34320
119-96-0	135465
119-98-2	39437
1190-00-7	52330
1190-48-3	21884
1190-49-4	17443
1190-63-2	75631
1190-73-4	74410
1190-94-9	18040
119006-77-8	82864
119016-92-1	132859
1190307-88-0	85083
119068-77-8	32125
1191-20-4	80162
1191-22-6	21885
1191-25-9	17869
1191-25-9	32383
1191-41-9	84851
1191-50-0	135234
1191-87-3	44934
1191-99-7	51662
119116-85-7	3214
119141-88-7	50275
119141-89-8	77262
119168-77-3	9422
119169-78-7	31552
119171-76-5	4719
1192-20-7	17289
1192-62-7	59983
119209-27-7	34826
1192491-61-4	85982
1192500-31-4	85984
119256-78-9	79977
119269-76-0	65862
119273-47-1	16395
1192747-37-7	77958
119290-91-4	27954
1193-18-6	88428
1193-79-9	562752
1193-92-6	86555
119302-91-9	8884
119302-91-9	8885
119318-15-9	62459
119340-53-3	31445
119347-24-9	754
119356-77-3	135962
119375-01-8	69600
119386-12-8	28974
119386-13-9	28979
1194-65-6	943
1194-98-5	28508
119446-68-3	81760
119478-56-7	6770
1195-08-0	80961
1195-16-0	94403
1195-32-0	89920
1195-79-5	4999
1195-92-2	35672
1195-92-2	16431
1195-94-4	5757
119567-79-2	134989
1195765-45-7	75045
1195768-06-9	75048
1196-01-6	78316
1196-31-2	36492
1196-57-2	38890
1196-92-5	46958
119615-63-3	34902
119618-22-3	51329
119623-66-4	48296
119626-74-3	9229
119660-67-2	49231
1197-09-7	19868
1197-09-7	69446
1197-18-8	48669
1197-21-3	50506
119738-06-6	81944
119767-19-0	8178
119785-99-8	85531
119791-41-2	39230
119798-44-6	84856
1197996-80-7	138650
1198-55-6	26889
1198-69-2	16165
1198-84-1	16388
119817-90-2	135747
1199-01-5	60296
1199-18-4	78741
119904-30-2	84165
119914-60-2	5543
119959-65-8	132506
119975-64-3	81455
120-05-8	9355
120-08-1	9055
120-12-7	35298
120-14-9	17098
120-18-3	44229
120-20-7	136995
120-21-8	86194
120-23-0	50397
120-29-6	15884
120-34-3	135290
120-36-5	75370
120-36-5	75375
120-46-7	75417
120-47-8	31575
120-50-3	87500
120-51-4	41237
120-57-0	8240
120-58-1	6054
120-62-7	82267
120-71-8	82307
120-72-9	16881
120-73-0	35589
120-78-5	53239
120-80-9	18135
120-82-1	28222
120-83-2	16738
120-87-6	28724
120-89-8	74661
120-92-3	16486
120-93-4	37001
120-97-8	101085
1200-22-2	30314
1200-67-5	132828
12001-28-4	46666
12001-29-5	46664
12001-79-5	28384
12001-79-5	18067
120011-70-3	4696
120014-06-4	53289
120054-86-6	103932
120066-54-8	31643
120067-83-6	83488
120068-36-2	83487
120068-37-3	5063
12009-08-4	35112
120103-35-7	5592
120116-88-3	81841
120124-51-8	61345
120138-50-3	8732
120144-70-9	80563
12015-53-1	52356
120162-55-2	81746
120163-18-0	7716
12018-01-8	48263
120202-66-6	3759
120210-48-2	35847
120225-54-9	73283
120243-02-9	31877
12027-06-4	63040
1202777-78-3	71954
120279-96-1	4702
120287-85-6	59224
12029-98-0	29914
120298-30-8	9246
12033-49-7	29329
12033-56-6	29451
12035-98-2	30044
12036-16-7	26864
12036-21-4	30047
120373-24-2	31731
120373-36-6	39455
120375-14-6	83509
120399-24-8	37419
1204-79-1	35435
120406-37-3	6090
120410-24-4	3089
120443-30-3	421843
1204762-79-7	69554
120481-77-8	136487
12049-50-2	139502
1205-02-3	71167
1205-08-9	70869
120500-15-4	80015
120511-73-1	2704
120527-41-5	68358
120550-44-9	59972
12061-70-0	30242
120615-25-0	47322
12063-19-3	133337
12063-27-3	75899
12063-39-7	86238
120638-55-3	59176
1206551-07-6	67283
120663-39-0	51420
12067-99-1	53394
1206734-95-3	67926
1206734-98-6	67932
120685-11-2	63452
12070-12-1	82283
12070-15-4	30083
12071-83-9	81755
120738-89-8	39171
120763-23-7	87401
120796-23-8	87399
120796-24-9	32045
120796-26-1	48216
1208-42-0	53663
120832-02-2	87400
120853-15-8	80066
1209-71-8	62513
1209-98-9	134895
120904-46-3	134444
120923-37-7	2635
120928-09-8	38593
120931-43-3	5617
120934-96-5	249982
120958-90-9	31454
121-00-6	76358
121-03-9	67120
121-14-2	920
121-19-7	35817
121-20-0	3707
121-21-1	27815
121-25-5	85265
121-29-9	27474
121-30-2	3602
121-32-4	48408
121-33-5	18346
121-34-6	30816
121-43-7	38913
121-44-8	35026
121-47-1	27764
121-54-0	31264
121-54-0	94725
121-55-1	135120
121-57-3	27500
121-59-5	94806
121-66-4	82386
121-69-7	16269
121-73-3	82420
121-75-5	6651
121-79-9	10607
121-82-4	24556
121-88-0	82384
121-91-5	30802
121-98-2	86903
1210-83-9	17697
121007-17-8	28756
121032-29-9	63612
1211-29-6	15929
12116-83-5	51000
1212-72-2	6756
12122-00-8	30252
12122-67-7	52498
12124-97-9	85364
121245-07-6	32209
121245-09-8	63164
12125-01-8	66871
12125-02-9	31206
121268-17-5	2566
12127-83-2	36767
1213-06-5	135060
12133-35-6	48234
12134-66-6	139548
121353-47-7	7732
12136-45-7	88321
12138-09-9	30521
121387-05-1	8910
1214-39-7	29022
12141-11-6	35110
12141-14-9	35109
12143-17-8	29820
12143-45-2	29406
121449-76-1	69372
121451-02-3	39386
1215-83-4	31416
121521-88-8	69881
121521-90-2	134301
121552-61-2	4045
121584-18-7	8985
1216-42-8	4314
12163-83-6	37772
12164-97-5	37370
12165-37-6	37791
121679-13-8	7478
12168-92-2	46670
1216941-48-8	85188
1217-45-4	51302
12172-67-7	46683
12172-73-5	46678
12174-11-7	82365
12177-67-2	35111
121777-28-4	51483
1218-34-4	74640
1218-98-0	17001
121808-62-6	94618
12184-84-8	29295
12184-88-2	29239
12184-88-2	29300
12184-90-6	29293
12184-98-4	33685
12185-09-0	33472
12185-10-3	35895
12185-17-0	36905
12187-08-5	35834
1218778-77-8	90864
1219-28-9	17181
12192-57-3	2930
1219484-98-6	67187
121961-22-6	6537
122-01-0	60716
122-03-2	28671
122-09-8	8080
122-11-2	32161
122-14-5	34757
122-18-9	135523
122-32-7	53753
122-34-9	27496
122-39-4	4640
122-40-7	32318
122-42-9	82035
122-46-3	134772
122-48-5	68657
122-57-6	217301
122-59-8	8075
122-60-1	82367
122-72-5	81257
122-78-1	16424
122-79-2	8082
122-87-2	55443
122-88-3	1808
122-94-1	34392
122-97-4	88817
122-99-6	64275
1220-83-3	32164
122008-85-9	81863
122054-77-7	69192
122069-63-0	74014
1220859-69-7	68251
1221-56-3	5953
122111-03-9	31647
122127-73-5	65811
122168-40-5	5577
1222-05-5	83784
1222-57-7	135125
1222-90-8	71609
122254-45-9	5597
122290-50-0	27430
122306-11-0	34097
122314-67-4	78759
122320-73-4	50122
122341-38-2	9437
12236-82-7	34946
122413-35-8	29800
12244-28-9	52596
12244-57-4	5516
122453-73-0	39347
122462-75-3	80239
1225-43-0	34462
1225-55-4	8598
1225-60-1	31734
122520-77-8	64340
122547-49-3	31591
122547-72-2	9200
122548-33-8	81751
122560-33-2	88442
122587-82-0	69884
122587-83-1	69877
12259-29-9	29915
1226-22-8	27587
122616-88-0	69875
122620-12-6	66498
12264-18-5	132317
122647-31-8	5856
122647-32-9	5857
1226781-44-7	134735
1226978-31-9	72612
1227-61-8	92373
122712-77-0	29616
122751-66-0	52422
122752-15-2	81500
122752-16-3	81498
122795-43-1	31642
1228-19-9	135415
1228-72-4	42156
1228-73-5	34166
1228284-64-7	87569
122836-35-5	9339
122841-10-5	3496
122841-12-7	34616
122852-42-0	253342
122852-69-1	53783
122855-96-3	18312
122856-26-2	80042
122898-67-3	94809
1229-12-5	16985
1229-29-4	4711
1229-33-0	79764
1229194-11-9	85974
12292-23-8	35927
122931-48-0	8866
122946-43-4	134866
1229654-66-3	132355
12298-68-9	5948
123-00-2	86554
123-03-5	32915
123-05-7	87809
123-07-9	49584
123-08-0	17597
123-11-5	28235
123-15-9	89986
123-19-3	89484
123-29-5	87501
123-30-8	17602
123-31-9	17594
123-32-0	89762
123-33-1	81771
123-35-3	17221
123-38-6	17153
123-39-7	7438
123-42-2	55381
123-43-3	50519
123-51-3	15837
123-54-6	14750
123-56-8	9307
123-63-7	27909
123-66-0	86055
123-72-8	15743
123-73-9	41607
123-75-1	33135
123-76-2	45630
123-78-4	16393
123-82-0	134753
123-86-4	31328
123-90-0	36392
123-91-1	47032
123-92-2	31725
123-93-3	35012
123-94-4	75555
123-94-4	75557
123-95-5	85983
123-96-6	37869
123-99-9	48131
123012-00-0	3212
123013-22-9	31200
123027-56-5	43060
123040-16-4	31246
123040-69-7	91712
123062-77-1	62692
123068-35-9	756
1231-82-9	34134
1231-93-2	50785
123122-54-3	3354
123122-55-4	3353
123123-32-0	68972
123123-38-6	138040
123134-19-0	1394
123134-25-8	75731
123154-38-1	75725
123154-43-8	542606
123171-59-5	31368
1232-73-1	27771
123284-81-1	84538
123297-90-5	66028
1233-53-0	135861
1233-95-0	16013
123312-89-0	39311
123316-63-2	136828
123318-82-1	681569
123334-16-7	137471
123343-16-8	81973
123363-40-6	34514
12339-26-3	29937
123408-96-8	43445
123441-03-2	8874
123447-62-1	32071
123497-99-4	2992
1235-82-1	59171
12351-95-0	30254
123524-52-7	31247
123564-61-4	16063
12357-66-3	30102
123572-88-3	81793
1236-00-6	34175
1236-09-5	63837
1236-49-3	79766
1236-99-3	31773
123626-67-5	80240
123632-39-3	5107
123653-11-2	73458
123663-49-0	31689
123676-76-6	68281
123748-56-1	31683
1238-09-1	73632
12381-92-9	30234
12385-08-9	17701
12385-08-9	18135
12385-13-6	29305
123898-42-0	3354
1239-29-8	31640
1239-45-8	4883
123914-48-7	5676
123931-31-7	134081
123931-40-8	34130
123932-43-4	134082
123940-93-2	84876
123948-87-8	63632
1239908-20-3	90939
123997-26-2	82596
124-04-9	30832
124-06-1	84849
124-07-2	28837
124-09-4	39618
124-10-7	89199
124-11-8	77443
124-13-0	17935
124-18-5	41808
124-19-6	84268
124-20-9	16610
124-25-4	84067
124-26-5	34900
124-28-7	135258
124-30-1	63866
124-38-9	16526
124-38-9	17245
124-40-3	17170
124-43-6	75178
124-48-1	34627
124-58-3	29852
124-65-2	62956
124-72-1	134819
124-85-6	79703
124-87-8	134126
124-90-3	7859
124-94-7	9667
124-97-0	8595
124-98-1	35652
124-99-2	27831
1240-15-9	8492
12402-95-8	38282
124027-47-0	91990
124066-33-7	134954
12407-86-2	38569
12408-02-5	24636
12408-10-5	26888
1242-47-3	34152
12427-38-2	52497
124351-85-5	135189
12439-96-2	132758
1244-58-2	3359
1244-78-6	85124
12440-00-5	37372
124412-57-3	4726
124439-27-6	131505
124489-20-9	133920
124495-18-7	82040
1245-44-9	32062
124505-87-9	59951
124511-15-5	34071
124512-46-5	80858
124549-08-2	52262
124561-86-0	59703
124584-08-3	135919
124649-26-9	133220
1247-42-3	135573
1247-64-9	35420
1247-71-8	135562
124750-92-1	74125
124832-26-4	35854
124832-27-5	9919
124832-27-5	35854
124858-35-1	31889
124888-22-8	77762
124901-80-0	6091
124904-93-4	135910
124937-51-5	9622
124937-52-6	32245
124962-06-7	2364
125-02-0	8379
125-03-1	50854
125-04-2	5782
125-04-2	31677
125-10-0	34655
125-13-3	135358
125-15-5	10019
125-28-0	135276
125-29-1	5779
125-33-7	8412
125-40-6	3228
125-42-8	134919
125-46-2	38319
