CHEBI	CHEMBL
112768	CHEMBL1417842
112770	CHEMBL1389269
112772	CHEMBL1404286
112773	CHEMBL1343562
112775	CHEMBL1560805
112776	CHEMBL1373992
112778	CHEMBL1597754
112779	CHEMBL1310691
112780	CHEMBL1373898
112781	CHEMBL1328401
112782	CHEMBL1572777
112784	CHEMBL1339929
112785	CHEMBL1585164
112786	CHEMBL1338416
112788	CHEMBL1596224
112789	CHEMBL1368609
112790	CHEMBL1384228
112792	CHEMBL1442504
112793	CHEMBL1423571
112794	CHEMBL1418433
112795	CHEMBL1305101
112798	CHEMBL1492897
112799	CHEMBL1499742
112801	CHEMBL1300006
112802	CHEMBL1410286
112806	CHEMBL1610996
112808	CHEMBL1311460
112809	CHEMBL1386142
112810	CHEMBL1313978
112811	CHEMBL1505825
112812	CHEMBL1305833
112813	CHEMBL1596356
112814	CHEMBL1393596
112815	CHEMBL1299509
112816	CHEMBL1364016
112817	CHEMBL1303391
112818	CHEMBL1412505
112819	CHEMBL1520180
112820	CHEMBL1498229
112821	CHEMBL1471335
112822	CHEMBL1363759
112823	CHEMBL1565374
112824	CHEMBL1302340
112826	CHEMBL1416959
112827	CHEMBL1455197
112830	CHEMBL1582550
112833	CHEMBL1318728
112834	CHEMBL1471132
112835	CHEMBL1390374
112837	CHEMBL1518776
112838	CHEMBL1310025
112839	CHEMBL1471696
112840	CHEMBL1584171
112841	CHEMBL1306885
112843	CHEMBL1555939
112845	CHEMBL1308921
112847	CHEMBL1508591
112848	CHEMBL1380296
112849	CHEMBL1442757
112850	CHEMBL1386293
112851	CHEMBL1364002
112852	CHEMBL1412224
112853	CHEMBL1465979
112854	CHEMBL1349757
112855	CHEMBL1540355
112856	CHEMBL1613215
112858	CHEMBL1300726
112859	CHEMBL1363121
112860	CHEMBL1524930
112861	CHEMBL1327315
112862	CHEMBL1561360
112864	CHEMBL1410035
112865	CHEMBL1427715
112866	CHEMBL1336857
112868	CHEMBL1346585
112869	CHEMBL1469808
112871	CHEMBL1313214
112872	CHEMBL1549083
112873	CHEMBL1541744
112874	CHEMBL1545818
112875	CHEMBL1482274
112876	CHEMBL1310196
112878	CHEMBL1345175
112881	CHEMBL1710772
112883	CHEMBL1414571
112884	CHEMBL1515601
112885	CHEMBL1469360
112886	CHEMBL1577844
112887	CHEMBL1418179
112888	CHEMBL1472183
112889	CHEMBL1461999
112891	CHEMBL1568371
112893	CHEMBL1483413
112895	CHEMBL1450673
112896	CHEMBL1464283
112897	CHEMBL1502253
112898	CHEMBL1458383
112899	CHEMBL1458023
112900	CHEMBL1368523
112903	CHEMBL1576976
112904	CHEMBL1318060
112905	CHEMBL1387472
112907	CHEMBL1387010
112908	CHEMBL1449863
112909	CHEMBL1359706
112911	CHEMBL1467583
112912	CHEMBL1595755
112913	CHEMBL1309882
112915	CHEMBL1493818
112917	CHEMBL1454602
112918	CHEMBL1428874
112919	CHEMBL1556566
112920	CHEMBL1489719
112921	CHEMBL1362321
112922	CHEMBL1411105
112923	CHEMBL1597013
112924	CHEMBL1367346
112925	CHEMBL1508393
112926	CHEMBL1319034
112927	CHEMBL1561610
112928	CHEMBL1323125
112929	CHEMBL1483964
112931	CHEMBL1364651
112932	CHEMBL1558608
112933	CHEMBL1421401
112934	CHEMBL1384557
112936	CHEMBL1539395
112937	CHEMBL1418008
112938	CHEMBL1339205
112940	CHEMBL1441259
112941	CHEMBL1324585
112943	CHEMBL1610489
112944	CHEMBL1412721
112945	CHEMBL1503095
112946	CHEMBL1392265
112947	CHEMBL1504276
112948	CHEMBL1408561
112949	CHEMBL1578828
112952	CHEMBL1478485
112954	CHEMBL1537419
112955	CHEMBL1305275
112956	CHEMBL1333071
112957	CHEMBL1535963
112958	CHEMBL1347759
112959	CHEMBL1547715
112960	CHEMBL1429262
112961	CHEMBL1387545
112966	CHEMBL1367151
112967	CHEMBL1330318
112968	CHEMBL1576580
112969	CHEMBL1557020
112970	CHEMBL1334943
112971	CHEMBL1510924
112972	CHEMBL1462653
112973	CHEMBL1467800
112974	CHEMBL1578948
112975	CHEMBL1427426
112976	CHEMBL1606984
112977	CHEMBL1369641
112978	CHEMBL1535496
112979	CHEMBL1412068
112980	CHEMBL1520316
112984	CHEMBL1345984
112987	CHEMBL1339961
112988	CHEMBL1322336
112991	CHEMBL1581233
112992	CHEMBL1430974
112994	CHEMBL1490273
112997	CHEMBL1402230
112998	CHEMBL1336970
113000	CHEMBL1470946
113001	CHEMBL1374054
113002	CHEMBL1438165
113005	CHEMBL1571541
113007	CHEMBL1391901
113013	CHEMBL1556209
113015	CHEMBL1355075
113016	CHEMBL1581890
113018	CHEMBL1413651
113019	CHEMBL1311956
113020	CHEMBL1345770
113021	CHEMBL1471259
113022	CHEMBL1419730
113023	CHEMBL1489944
113025	CHEMBL1534042
113026	CHEMBL1487249
113029	CHEMBL1350671
113030	CHEMBL1352198
113032	CHEMBL1498248
113033	CHEMBL1339789
113034	CHEMBL1606412
113037	CHEMBL1603147
113038	CHEMBL1585011
113039	CHEMBL1535191
113040	CHEMBL1324212
113042	CHEMBL1577244
113043	CHEMBL610463
113045	CHEMBL1308388
113048	CHEMBL1373616
113049	CHEMBL1415929
113050	CHEMBL1399663
113051	CHEMBL1449966
113052	CHEMBL1391741
113053	CHEMBL1610478
113055	CHEMBL1312781
113056	CHEMBL1574974
113057	CHEMBL1585167
113058	CHEMBL1372356
113059	CHEMBL1307689
113060	CHEMBL1558162
113061	CHEMBL1481195
113062	CHEMBL1588468
113063	CHEMBL1307877
113064	CHEMBL1532604
113067	CHEMBL1560105
113069	CHEMBL1332296
113070	CHEMBL1563106
113071	CHEMBL1579182
113073	CHEMBL1603318
113074	CHEMBL1701693
113075	CHEMBL1322972
113076	CHEMBL1304398
113077	CHEMBL1313352
113078	CHEMBL1381292
113079	CHEMBL1459633
113080	CHEMBL1313043
113081	CHEMBL1445259
113082	CHEMBL1500616
113083	CHEMBL1381281
113084	CHEMBL1603808
113085	CHEMBL1422742
113086	CHEMBL1604496
113087	CHEMBL1603958
113088	CHEMBL1491837
113089	CHEMBL1321943
113090	CHEMBL1546919
113091	CHEMBL1328865
113092	CHEMBL1330994
113093	CHEMBL1505634
113095	CHEMBL1433227
113096	CHEMBL1428377
113097	CHEMBL1409102
113098	CHEMBL1478604
113099	CHEMBL1422275
113100	CHEMBL1338176
113101	CHEMBL1583106
113102	CHEMBL1567235
113103	CHEMBL1444260
113106	CHEMBL1569217
113107	CHEMBL1371194
113108	CHEMBL1402315
113109	CHEMBL1376266
113110	CHEMBL1392555
113112	CHEMBL1589515
113113	CHEMBL1393101
113115	CHEMBL1424293
113116	CHEMBL1308592
113117	CHEMBL1572555
113119	CHEMBL1402202
113120	CHEMBL1419967
113121	CHEMBL1453704
113124	CHEMBL1305985
113125	CHEMBL1431268
113126	CHEMBL1372137
113127	CHEMBL1302039
113130	CHEMBL1342423
113133	CHEMBL1574831
113135	CHEMBL1306213
113136	CHEMBL1490818
113137	CHEMBL1362558
113138	CHEMBL1880614
113140	CHEMBL1336988
113141	CHEMBL1571536
113143	CHEMBL1550496
113144	CHEMBL1377554
113145	CHEMBL1384987
113146	CHEMBL1482292
113147	CHEMBL1430845
113148	CHEMBL1549770
113149	CHEMBL1330441
113153	CHEMBL1510945
113155	CHEMBL1518189
113157	CHEMBL1879790
113158	CHEMBL1525340
113159	CHEMBL1433995
113160	CHEMBL1373552
113163	CHEMBL1569683
113164	CHEMBL1460692
113165	CHEMBL1602934
113166	CHEMBL1585968
113167	CHEMBL1414657
113169	CHEMBL1468769
113170	CHEMBL1500336
113171	CHEMBL1339526
113174	CHEMBL1510528
113175	CHEMBL1721174
113176	CHEMBL1363140
113178	CHEMBL1411379
113179	CHEMBL1441538
113180	CHEMBL1542064
113181	CHEMBL1563734
113183	CHEMBL1400351
113184	CHEMBL1540036
113187	CHEMBL1361704
113189	CHEMBL1510371
113190	CHEMBL1441634
113192	CHEMBL1301844
113194	CHEMBL1340915
113196	CHEMBL1453694
113197	CHEMBL504574
113198	CHEMBL1311848
113200	CHEMBL1539610
113201	CHEMBL1424618
113204	CHEMBL1528795
113206	CHEMBL1483105
113207	CHEMBL1386216
113208	CHEMBL1426583
113209	CHEMBL1348938
113210	CHEMBL1419235
113212	CHEMBL1570465
113214	CHEMBL1464553
113215	CHEMBL1540721
113216	CHEMBL1299352
113218	CHEMBL1540740
113219	CHEMBL1546480
113220	CHEMBL1404671
113222	CHEMBL1532234
113223	CHEMBL1469709
113224	CHEMBL1419914
113225	CHEMBL1335298
113227	CHEMBL1444133
113228	CHEMBL1530170
113233	CHEMBL1313412
113234	CHEMBL1594521
113235	CHEMBL1391880
113236	CHEMBL1412004
113237	CHEMBL1721968
113239	CHEMBL1586067
113240	CHEMBL1409483
113241	CHEMBL1528926
113243	CHEMBL1595989
113245	CHEMBL1347758
113246	CHEMBL1311585
113248	CHEMBL1490817
113249	CHEMBL1460499
113250	CHEMBL1429268
113251	CHEMBL1575897
113252	CHEMBL1595167
113254	CHEMBL1713685
113255	CHEMBL1602297
113258	CHEMBL1369517
113260	CHEMBL1483444
113261	CHEMBL1308934
113262	CHEMBL1430123
113263	CHEMBL1431160
113264	CHEMBL1535810
113265	CHEMBL1342484
113269	CHEMBL2131790
113271	CHEMBL1893926
113279	CHEMBL2139486
113287	CHEMBL2141578
113290	CHEMBL1863775
113291	CHEMBL2141603
113303	CHEMBL2005827
113305	CHEMBL2131983
113313	CHEMBL2134992
113316	CHEMBL2360952
113319	CHEMBL3188681
113328	CHEMBL2136514
113330	CHEMBL3185424
113331	CHEMBL1876723
113335	CHEMBL2135043
113336	CHEMBL2134658
113338	CHEMBL1885674
113341	CHEMBL2361988
113342	CHEMBL2139346
113346	CHEMBL3184014
113348	CHEMBL2137013
113352	CHEMBL3186184
113359	CHEMBL2134490
113361	CHEMBL2138432
113375	CHEMBL2131631
113377	CHEMBL1864660
113384	CHEMBL2137228
113388	CHEMBL2136845
113389	CHEMBL2356423
113391	CHEMBL2136419
113397	CHEMBL1866810
113398	CHEMBL1889171
113399	CHEMBL1904404
113412	CHEMBL3183265
113425	CHEMBL1880366
113429	CHEMBL2133391
113439	CHEMBL2131130
113442	CHEMBL3181821
113449	CHEMBL1762656
113451	CHEMBL591665
113454	CHEMBL543
113455	CHEMBL1356
113464	CHEMBL2140954
113465	CHEMBL2134778
113468	CHEMBL3186297
113477	CHEMBL2144879
113485	CHEMBL2140611
113493	CHEMBL1894427
113494	CHEMBL2144328
113495	CHEMBL2142989
113499	CHEMBL2139009
113500	CHEMBL2133500
113505	CHEMBL2140895
113507	CHEMBL1891902
113509	CHEMBL2143731
113512	CHEMBL2137626
113516	CHEMBL2137292
113522	CHEMBL2141375
113527	CHEMBL3188416
113528	CHEMBL481049
113529	CHEMBL1328088
113530	CHEMBL3039229
113532	CHEMBL1672002
113533	CHEMBL3039171
113535	CHEMBL1601166
113536	CHEMBL90882
113540	CHEMBL1892491
113541	CHEMBL75756
113542	CHEMBL150372
113543	CHEMBL1164301
113544	CHEMBL3039091
113545	CHEMBL3039482
113546	CHEMBL2002649
113547	CHEMBL1559465
113549	CHEMBL3039015
113552	CHEMBL83628
113553	CHEMBL284028
113555	CHEMBL288490
113556	CHEMBL445001
113557	CHEMBL24909
113558	CHEMBL266540
113560	CHEMBL1881203
113561	CHEMBL1553155
113566	CHEMBL1715752
113587	CHEMBL3400868
113599	CHEMBL1735051
113600	CHEMBL2141430
113608	CHEMBL2354885
113610	CHEMBL1881650
113619	CHEMBL1702209
113645	CHEMBL1733890
113664	CHEMBL1709939
113673	CHEMBL2361390
113691	CHEMBL2137771
113701	CHEMBL2144735
113702	CHEMBL2358319
113711	CHEMBL1722389
113739	CHEMBL2133917
113763	CHEMBL1700517
113782	CHEMBL2141761
113798	CHEMBL2136783
113816	CHEMBL2131045
113828	CHEMBL1706955
113830	CHEMBL2144909
113832	CHEMBL2354734
113837	CHEMBL2358645
113839	CHEMBL2141519
113868	CHEMBL3560942
113902	CHEMBL2354703
113920	CHEMBL2360134
113954	CHEMBL3561178
113957	CHEMBL1897561
113965	CHEMBL2355447
113975	CHEMBL2138924
113976	CHEMBL2357344
113978	CHEMBL2362049
113979	CHEMBL1871279
113981	CHEMBL2361704
114004	CHEMBL2355421
114010	CHEMBL2356793
114016	CHEMBL1905321
114017	CHEMBL2143265
114018	CHEMBL3560918
114037	CHEMBL2137449
114038	CHEMBL3183631
114046	CHEMBL3182237
114065	CHEMBL3561197
114068	CHEMBL3559884
114075	CHEMBL3559791
114086	CHEMBL3188686
114108	CHEMBL3561623
114129	CHEMBL2355633
114130	CHEMBL1896918
114145	CHEMBL1863989
114175	CHEMBL1331734
114176	CHEMBL66323
114177	CHEMBL2362814
114178	CHEMBL70565
114180	CHEMBL267678
114181	CHEMBL1591080
114182	CHEMBL19231
114184	CHEMBL1449187
114185	CHEMBL3039217
114186	CHEMBL90769
114187	CHEMBL25230
114189	CHEMBL3039408
114190	CHEMBL50112
114191	CHEMBL301707
114192	CHEMBL76587
114194	CHEMBL16312
114195	CHEMBL348000
114196	CHEMBL252721
114197	CHEMBL396671
114198	CHEMBL278751
114199	CHEMBL3039226
114201	CHEMBL1526572
114203	CHEMBL1200868
114204	CHEMBL493636
114205	CHEMBL1332361
114207	CHEMBL1348916
114208	CHEMBL1365231
114210	CHEMBL1376003
114211	CHEMBL1353077
114212	CHEMBL1575647
114213	CHEMBL1503678
114214	CHEMBL1300835
114216	CHEMBL1426076
114220	CHEMBL1345420
114221	CHEMBL1578190
114222	CHEMBL1567335
114223	CHEMBL1392987
114224	CHEMBL1505277
114225	CHEMBL1353303
114227	CHEMBL1373384
114228	CHEMBL1364362
114229	CHEMBL465909
114230	CHEMBL1579771
114231	CHEMBL1560284
114232	CHEMBL1360976
114233	CHEMBL1489523
114234	CHEMBL1310876
114235	CHEMBL1609726
114236	CHEMBL1361026
114237	CHEMBL1419477
114238	CHEMBL1404090
114240	CHEMBL1582073
114241	CHEMBL1508761
114242	CHEMBL1518739
114244	CHEMBL1399174
114246	CHEMBL1384122
114247	CHEMBL1311198
114248	CHEMBL14390
114250	CHEMBL1480060
114252	CHEMBL1495462
114253	CHEMBL1372939
114254	CHEMBL1446595
114255	CHEMBL1413222
114256	CHEMBL1443694
114257	CHEMBL1504088
114259	CHEMBL1383519
114261	CHEMBL1560700
114262	CHEMBL1566106
114263	CHEMBL1565257
114266	CHEMBL1579136
114267	CHEMBL1453942
114268	CHEMBL1586997
114269	CHEMBL1332491
114270	CHEMBL1550157
114271	CHEMBL1454617
114272	CHEMBL1352938
114274	CHEMBL1309132
114276	CHEMBL1556899
114277	CHEMBL1471736
114278	CHEMBL1533755
114279	CHEMBL1391396
114281	CHEMBL1414362
114282	CHEMBL1390244
114283	CHEMBL1340108
114284	CHEMBL1546305
114285	CHEMBL1378098
114287	CHEMBL1389608
114288	CHEMBL1370250
114289	CHEMBL1530818
114290	CHEMBL1576780
114291	CHEMBL1517960
114292	CHEMBL1497473
114293	CHEMBL1479866
114295	CHEMBL1609096
114296	CHEMBL1504299
114297	CHEMBL1421187
114298	CHEMBL1555523
114299	CHEMBL1374853
114300	CHEMBL1520981
114301	CHEMBL1385628
114302	CHEMBL1594535
114303	CHEMBL1502144
114305	CHEMBL1437836
114307	CHEMBL1578483
114308	CHEMBL1450139
114309	CHEMBL1344929
114310	CHEMBL1479425
114311	CHEMBL1601587
114313	CHEMBL1532311
114315	CHEMBL1492657
114316	CHEMBL1523019
114317	CHEMBL1485450
114318	CHEMBL1487489
114320	CHEMBL1567192
114321	CHEMBL1582617
114323	CHEMBL1393060
114324	CHEMBL1544078
114325	CHEMBL1340446
114326	CHEMBL1602304
114327	CHEMBL1423539
114328	CHEMBL1501250
114329	CHEMBL1470755
114330	CHEMBL1611967
114331	CHEMBL1506624
114332	CHEMBL1580007
114334	CHEMBL1311760
114335	CHEMBL1462451
114338	CHEMBL1389984
114340	CHEMBL1407697
114343	CHEMBL1343839
114344	CHEMBL1587795
114345	CHEMBL1604694
114347	CHEMBL1489033
114348	CHEMBL3144922
114349	CHEMBL1333369
114350	CHEMBL1338333
114351	CHEMBL1333130
114352	CHEMBL1594808
114353	CHEMBL1299931
114354	CHEMBL1520460
114355	CHEMBL1427515
114356	CHEMBL1538792
114357	CHEMBL1345019
114359	CHEMBL602776
114360	CHEMBL1556001
114361	CHEMBL1484970
114362	CHEMBL1531362
114363	CHEMBL1407064
114364	CHEMBL1351570
114366	CHEMBL1409066
114367	CHEMBL1415858
114368	CHEMBL1606527
114370	CHEMBL1391201
114371	CHEMBL1496991
114373	CHEMBL1308950
114375	CHEMBL1529341
114376	CHEMBL1493929
114378	CHEMBL1383763
114379	CHEMBL1547574
114380	CHEMBL1321714
114384	CHEMBL1603413
114385	CHEMBL1489314
114386	CHEMBL1312620
114388	CHEMBL1309448
114389	CHEMBL1336077
114390	CHEMBL1549091
114391	CHEMBL1325451
114392	CHEMBL1508337
114394	CHEMBL1299361
114395	CHEMBL1523967
114397	CHEMBL1323939
114398	CHEMBL1511335
114399	CHEMBL1609232
114400	CHEMBL1369237
114401	CHEMBL1347450
114402	CHEMBL1576679
114403	CHEMBL1481167
114404	CHEMBL1323736
114405	CHEMBL1506134
114406	CHEMBL1380160
114407	CHEMBL1539969
114408	CHEMBL1451195
114410	CHEMBL1329126
114411	CHEMBL1566725
114412	CHEMBL1409635
114413	CHEMBL1496641
114414	CHEMBL1511677
114415	CHEMBL1302872
114416	CHEMBL1380550
114417	CHEMBL1352682
114419	CHEMBL1324689
114421	CHEMBL1877257
114423	CHEMBL1720190
114425	CHEMBL1307541
114428	CHEMBL1368416
114429	CHEMBL1427325
114430	CHEMBL1530247
114432	CHEMBL1602060
114433	CHEMBL1520928
114434	CHEMBL1506923
114435	CHEMBL1588851
114437	CHEMBL1457646
114438	CHEMBL1392334
114439	CHEMBL1567322
114440	CHEMBL1301948
114441	CHEMBL1468202
114444	CHEMBL6703
114446	CHEMBL1450751
114447	CHEMBL1511834
114448	CHEMBL1302244
114449	CHEMBL1462213
114450	CHEMBL1408346
114452	CHEMBL30953
114453	CHEMBL1339502
114454	CHEMBL1716313
114455	CHEMBL1600849
114456	CHEMBL1076619
114457	CHEMBL1509441
114458	CHEMBL1368979
114459	CHEMBL1508138
114462	CHEMBL1457045
114464	CHEMBL1425678
114465	CHEMBL1369737
114467	CHEMBL1311543
114468	CHEMBL1557147
114469	CHEMBL1571222
114470	CHEMBL1383128
114471	CHEMBL422471
114472	CHEMBL1457165
114473	CHEMBL1408050
114474	CHEMBL1308048
114475	CHEMBL1310776
114476	CHEMBL1604383
114477	CHEMBL1431912
114478	CHEMBL1607664
114479	CHEMBL1445238
114480	CHEMBL1446450
114481	CHEMBL1346659
114482	CHEMBL1534801
114484	CHEMBL1382674
114485	CHEMBL1368640
114486	CHEMBL1407862
114487	CHEMBL1462130
114488	CHEMBL1352251
114489	CHEMBL1403215
114490	CHEMBL1401200
114491	CHEMBL1421740
114494	CHEMBL1378030
114496	CHEMBL1341704
114498	CHEMBL1543285
114499	CHEMBL1577187
114500	CHEMBL1348145
114502	CHEMBL1419686
114503	CHEMBL1586560
114504	CHEMBL1341020
114505	CHEMBL1597044
114506	CHEMBL1303150
114508	CHEMBL1503559
114510	CHEMBL1547695
114512	CHEMBL1576384
114513	CHEMBL1562314
114515	CHEMBL1549816
114516	CHEMBL1601275
114517	CHEMBL1479876
114518	CHEMBL1472583
114519	CHEMBL1453696
114524	CHEMBL1417684
114525	CHEMBL1578060
114526	CHEMBL1381086
114527	CHEMBL1566885
114528	CHEMBL1378240
114530	CHEMBL1337662
114532	CHEMBL1409216
114533	CHEMBL1429230
114534	CHEMBL1470431
114535	CHEMBL1421103
114538	CHEMBL1546130
114539	CHEMBL1465319
114540	CHEMBL1549823
114541	CHEMBL1411550
114542	CHEMBL1611088
114543	CHEMBL1510566
114545	CHEMBL1404846
114546	CHEMBL1392106
114547	CHEMBL3144932
114548	CHEMBL1326481
114549	CHEMBL1598650
114550	CHEMBL1375130
114552	CHEMBL1439961
114553	CHEMBL1412227
114554	CHEMBL1418894
114555	CHEMBL1527084
114557	CHEMBL1424173
114559	CHEMBL1380100
114560	CHEMBL1411044
114561	CHEMBL1558570
114562	CHEMBL1571520
114563	CHEMBL1876931
114565	CHEMBL1563821
114566	CHEMBL1336339
114567	CHEMBL1462160
114568	CHEMBL1491068
114569	CHEMBL1446574
114570	CHEMBL1466583
114571	CHEMBL1332668
114572	CHEMBL1453362
114573	CHEMBL1469117
114574	CHEMBL1501051
114575	CHEMBL1383895
114576	CHEMBL1376577
114577	CHEMBL1472311
114579	CHEMBL1420922
114580	CHEMBL1573977
114582	CHEMBL1537969
114584	CHEMBL1530546
114585	CHEMBL1546195
114586	CHEMBL1500014
114587	CHEMBL1402127
114588	CHEMBL1529571
114589	CHEMBL1517536
114590	CHEMBL1388306
114591	CHEMBL1425541
114592	CHEMBL1609951
114593	CHEMBL1482317
114594	CHEMBL1382534
114595	CHEMBL1448568
114597	CHEMBL1569325
114598	CHEMBL1457357
114600	CHEMBL1520708
114601	CHEMBL1471710
114602	CHEMBL1543294
114603	CHEMBL1417904
114604	CHEMBL1535436
114605	CHEMBL1438373
114606	CHEMBL1480974
114607	CHEMBL1699474
114608	CHEMBL1339527
114610	CHEMBL1601645
114613	CHEMBL1343168
114614	CHEMBL1497492
114616	CHEMBL1336833
114617	CHEMBL1458267
114619	CHEMBL1307180
114620	CHEMBL1537133
114621	CHEMBL1509630
114622	CHEMBL1471859
114623	CHEMBL1301259
114625	CHEMBL1547470
114626	CHEMBL1506280
114628	CHEMBL1531062
114629	CHEMBL1493896
114630	CHEMBL1409318
114633	CHEMBL1342288
114634	CHEMBL1350624
114635	CHEMBL1466821
114636	CHEMBL1488126
114638	CHEMBL1387953
114640	CHEMBL1565823
114641	CHEMBL1428023
114642	CHEMBL1416441
114643	CHEMBL1491456
114644	CHEMBL1527183
114645	CHEMBL1583078
114647	CHEMBL1586439
114648	CHEMBL1505221
114649	CHEMBL1471166
114650	CHEMBL1305263
114651	CHEMBL1427898
114653	CHEMBL1313698
114654	CHEMBL1580164
114655	CHEMBL1580804
114656	CHEMBL1407802
114658	CHEMBL1572142
114659	CHEMBL1453750
114660	CHEMBL1338471
114661	CHEMBL1546383
114662	CHEMBL1601311
114663	CHEMBL1308619
114665	CHEMBL1594669
114667	CHEMBL1453213
114668	CHEMBL1478231
114669	CHEMBL1607786
114670	CHEMBL1580362
114671	CHEMBL1307107
114672	CHEMBL1549537
114673	CHEMBL1393724
114675	CHEMBL1425073
114676	CHEMBL1364440
114677	CHEMBL1403292
114680	CHEMBL1539648
114681	CHEMBL1596647
114682	CHEMBL1309122
114683	CHEMBL1321135
114684	CHEMBL1343806
114686	CHEMBL1337764
114687	CHEMBL1462380
114688	CHEMBL1460318
114692	CHEMBL1546952
114693	CHEMBL1603902
114694	CHEMBL1409091
114695	CHEMBL1339654
114696	CHEMBL1304910
114697	CHEMBL1607698
114698	CHEMBL1446769
114699	CHEMBL1412704
114700	CHEMBL1587581
114701	CHEMBL1328745
114702	CHEMBL1390311
114703	CHEMBL1378186
114704	CHEMBL1488782
114705	CHEMBL1465336
114706	CHEMBL1374214
114707	CHEMBL1402546
114708	CHEMBL1557569
114709	CHEMBL1501264
114710	CHEMBL1528436
114711	CHEMBL1464866
114712	CHEMBL1415437
114713	CHEMBL1582055
114714	CHEMBL1557670
114715	CHEMBL1300569
114716	CHEMBL1464588
114717	CHEMBL1488485
114718	CHEMBL1391057
114719	CHEMBL1607187
114720	CHEMBL1468155
114721	CHEMBL1723540
114722	CHEMBL1373719
114723	CHEMBL1299478
114724	CHEMBL1559158
114725	CHEMBL1572156
114726	CHEMBL1537163
114729	CHEMBL1381576
114730	CHEMBL1465164
114731	CHEMBL1460935
114732	CHEMBL1595644
114733	CHEMBL1353677
114734	CHEMBL1447683
114735	CHEMBL1489021
114736	CHEMBL1361218
114737	CHEMBL1584637
114739	CHEMBL1577452
114741	CHEMBL1608805
114742	CHEMBL1494428
114743	CHEMBL1581580
114744	CHEMBL1420391
114745	CHEMBL1427219
114746	CHEMBL1374866
114747	CHEMBL1428465
114748	CHEMBL1304613
114749	CHEMBL1489455
114750	CHEMBL1331109
114752	CHEMBL1544027
114753	CHEMBL1383148
114756	CHEMBL1477052
114757	CHEMBL1506850
114758	CHEMBL1400142
114759	CHEMBL1501172
114760	CHEMBL1411532
114762	CHEMBL1440263
114765	CHEMBL1367260
114766	CHEMBL1584115
114767	CHEMBL1518142
114768	CHEMBL1303250
114771	CHEMBL1518745
114772	CHEMBL1556874
114773	CHEMBL1325565
114774	CHEMBL1348206
114775	CHEMBL1577178
114777	CHEMBL1607001
114778	CHEMBL1497000
114779	CHEMBL1595214
114780	CHEMBL1585936
114781	CHEMBL1520132
114782	CHEMBL1322428
114783	CHEMBL1585676
114784	CHEMBL1299416
114785	CHEMBL553
114786	CHEMBL2016976
114787	CHEMBL1450621
114788	CHEMBL1598484
114789	CHEMBL1459126
114790	CHEMBL1486271
114791	CHEMBL1504970
114793	CHEMBL1340607
114794	CHEMBL1424819
114795	CHEMBL1309118
114796	CHEMBL1376835
114798	CHEMBL1489430
114799	CHEMBL1503459
114801	CHEMBL1606211
114802	CHEMBL1386288
114803	CHEMBL1351455
114804	CHEMBL1328215
114805	CHEMBL1389389
114806	CHEMBL1602745
114808	CHEMBL1403883
114809	CHEMBL1447396
114810	CHEMBL1401774
114811	CHEMBL1403463
114812	CHEMBL1382510
114827	CHEMBL1347752
114828	CHEMBL1419481
114829	CHEMBL1570875
114830	CHEMBL1529299
114831	CHEMBL1454141
114832	CHEMBL605492
114833	CHEMBL1530938
114834	CHEMBL1589619
114836	CHEMBL1350476
114838	CHEMBL1317180
114840	CHEMBL1485782
114841	CHEMBL1451583
114842	CHEMBL1412822
114843	CHEMBL1409480
114844	CHEMBL1560216
114845	CHEMBL1313598
114846	CHEMBL1611839
114848	CHEMBL1348536
114849	CHEMBL1903059
114850	CHEMBL1482466
114851	CHEMBL1567698
114852	CHEMBL1612744
114853	CHEMBL1449850
114854	CHEMBL1449661
114856	CHEMBL1585673
114857	CHEMBL1338413
114858	CHEMBL1534864
114859	CHEMBL1460889
114860	CHEMBL1497759
114861	CHEMBL1596554
114862	CHEMBL1478035
114863	CHEMBL1453717
114864	CHEMBL1373925
114865	CHEMBL1325976
114866	CHEMBL1577967
114867	CHEMBL1352005
114868	CHEMBL1585461
114869	CHEMBL1428127
114870	CHEMBL1423516
114871	CHEMBL1427132
114872	CHEMBL1506692
114874	CHEMBL1325462
114875	CHEMBL1499638
114876	CHEMBL1560043
114877	CHEMBL1445257
114878	CHEMBL1608296
114879	CHEMBL1533632
114880	CHEMBL1506259
114881	CHEMBL1602993
114882	CHEMBL1466451
114883	CHEMBL1605845
114884	CHEMBL1440384
114885	CHEMBL1469668
114886	CHEMBL1335952
114887	CHEMBL1375950
114888	CHEMBL211740
114889	CHEMBL1440735
114890	CHEMBL1404401
114891	CHEMBL1573700
114892	CHEMBL1570466
114893	CHEMBL1521619
114894	CHEMBL1414386
114895	CHEMBL1361240
114896	CHEMBL1583344
114898	CHEMBL1499477
114899	CHEMBL1399744
114901	CHEMBL1568979
114902	CHEMBL1425918
114903	CHEMBL1538536
114904	CHEMBL1424170
114905	CHEMBL1604066
114906	CHEMBL1390514
114909	CHEMBL1520731
114910	CHEMBL1343221
114911	CHEMBL1344416
114913	CHEMBL1349377
114914	CHEMBL1491431
114915	CHEMBL1368174
114916	CHEMBL1482344
114917	CHEMBL1328021
114918	CHEMBL1429260
114919	CHEMBL1499305
114921	CHEMBL1320426
114922	CHEMBL1464180
114923	CHEMBL1386708
114924	CHEMBL1345518
114925	CHEMBL1545973
